x,y,ID,h
-176.40888728167636,-64.21299950104218,1,1e-05
-171.40888495067634,-72.87325757704217,2,0.003715997809854609
-171.40888495067634,-67.09975219304218,3,0.009870881337504541
-171.40888495067634,-61.32624680904219,4,1e-05
-166.40888261967635,-69.9865048850422,5,0.045796583660679055
-166.40888261967635,-64.21299950104218,6,0.0995884362152824
-166.40888261967635,-58.43949411704218,7,1e-05
-166.40888261967635,-41.11897796604218,8,1e-05
-166.40888261967635,-35.34547258204219,9,1e-05
-161.4088802886763,-72.87325757704217,10,0.0057519444204870065
-161.4088802886763,-67.09975219304218,11,0.6124405125410652
-161.4088802886763,-61.32624680904219,12,0.09484225002156169
-161.4088802886763,-55.55274142604217,13,0.004275295081581609
-161.4088802886763,-49.77923604204218,14,0.00566831118359325
-161.4088802886763,-44.00573065804219,15,0.0029920476029930247
-161.4088802886763,-38.232225274042165,16,1e-05
-161.4088802886763,-32.45871989004218,17,1e-05
-161.4088802886763,-26.685214507042197,18,1e-05
-161.4088802886763,-20.91170912304218,19,1e-05
-156.4088779566763,-69.9865048850422,20,1e-05
-156.4088779566763,-64.21299950104218,21,0.10517879539389947
-156.4088779566763,-58.43949411704218,22,0.06482053151535584
-156.4088779566763,-52.66598873404219,23,0.03416633665514097
-156.4088779566763,-46.89248335004217,24,0.02005061439066653
-156.4088779566763,-41.11897796604218,25,0.014867967241906524
-156.4088779566763,-35.34547258204219,26,0.012960084025267691
-156.4088779566763,-29.57196719804217,27,1e-05
-156.4088779566763,-23.798461815042188,28,1e-05
-156.4088779566763,-18.02495643104217,29,1e-05
-151.40887562567636,-67.09975219304218,30,1e-05
-151.40887562567636,-61.32624680904219,31,0.013205756658643103
-151.40887562567636,-55.55274142604217,32,0.0025634272639125195
-151.40887562567636,-49.77923604204218,33,1e-05
-151.40887562567636,-44.00573065804219,34,0.06527267370231271
-151.40887562567636,-38.232225274042165,35,0.016571994443616823
-151.40887562567636,-32.45871989004218,36,0.005636948719758091
-151.40887562567636,-26.685214507042197,37,1e-05
-151.40887562567636,-20.91170912304218,38,0.012016596571559995
-151.40887562567636,-15.13820373904219,39,1e-05
-146.4088732946763,-58.43949411704218,40,1e-05
-146.4088732946763,-46.89248335004217,41,1e-05
-146.4088732946763,-41.11897796604218,42,0.0361003552583091
-146.4088732946763,-35.34547258204219,43,0.02600686898069379
-146.4088732946763,-29.57196719804217,44,0.01071766786105383
-146.4088732946763,-23.798461815042188,45,0.0007705397480026031
-146.4088732946763,-18.02495643104217,46,1e-05
-146.4088732946763,-12.251451047042181,47,1e-05
-141.40887096367632,-44.00573065804219,48,1e-05
-141.40887096367632,-38.232225274042165,49,0.004858114201184978
-141.40887096367632,-32.45871989004218,50,0.017460597585612993
-141.40887096367632,-26.685214507042197,51,0.0013298370197296033
-141.40887096367632,-20.91170912304218,52,0.0032821503934682443
-141.40887096367632,-15.13820373904219,53,0.0010109853040721547
-141.40887096367632,-9.364698355042172,54,0.010788233404682938
-141.40887096367632,-3.5911929710421826,55,1e-05
-136.4088686316763,-41.11897796604218,56,1e-05
-136.4088686316763,-35.34547258204219,57,0.023385489711805093
-136.4088686316763,-29.57196719804217,58,0.016020537787848614
-136.4088686316763,-23.798461815042188,59,0.009282835140595311
-136.4088686316763,-18.02495643104217,60,0.0034468033286028286
-136.4088686316763,-12.251451047042181,61,0.0026601281940709263
-136.4088686316763,-6.477945663042192,62,0.00422825138582887
-136.4088686316763,-0.7044402790421737,63,1e-05
-136.4088686316763,5.069065103957837,64,1e-05
-136.4088686316763,10.842570487957826,65,1e-05
-136.4088686316763,16.616075871957843,66,1e-05
-131.40886630067638,-38.232225274042165,67,1e-05
-131.40886630067638,-32.45871989004218,68,0.058707464606152795
-131.40886630067638,-26.685214507042197,69,0.025073835681597812
-131.40886630067638,-20.91170912304218,70,0.025588702796225004
-131.40886630067638,-15.13820373904219,71,0.014201514885409397
-131.40886630067638,-9.364698355042172,72,0.004385063705004665
-131.40886630067638,-3.5911929710421826,73,0.004395517859616385
-131.40886630067638,2.182312411957828,74,0.014917624476312192
-131.40886630067638,7.955817795957817,75,0.0011965465484301782
-131.40886630067638,13.729323179957834,76,1e-05
-131.40886630067638,19.502828563957824,77,1e-05
-126.40886396967632,-35.34547258204219,78,1e-05
-126.40886396967632,-29.57196719804217,79,0.11634121898056311
-126.40886396967632,-23.798461815042188,80,0.04987370395924971
-126.40886396967632,-18.02495643104217,81,0.01185194363642541
-126.40886396967632,-12.251451047042181,82,0.014347873049973472
-126.40886396967632,-6.477945663042192,83,0.00043862033908050486
-126.40886396967632,-0.7044402790421737,84,0.007252115607268773
-126.40886396967632,5.069065103957837,85,0.002814326974593791
-126.40886396967632,10.842570487957826,86,1e-05
-126.40886396967632,16.616075871957843,87,1e-05
-126.40886396967632,22.389581255957832,88,1e-05
-121.40886163867626,-38.232225274042165,89,1e-05
-121.40886163867626,-32.45871989004218,90,0.39454979504629883
-121.40886163867626,-26.685214507042197,91,0.08604246537714669
-121.40886163867626,-20.91170912304218,92,0.03190301218170367
-121.40886163867626,-15.13820373904219,93,0.019956526999161055
-121.40886163867626,-9.364698355042172,94,0.005741490265875287
-121.40886163867626,-3.5911929710421826,95,0.08250896111838546
-121.40886163867626,2.182312411957828,96,0.013069852648690749
-121.40886163867626,7.955817795957817,97,0.002892733134181688
-121.40886163867626,13.729323179957834,98,1e-05
-121.40886163867626,19.502828563957824,99,0.0016695970446104914
-121.40886163867626,25.27633394795784,100,1e-05
-116.40885930667632,-41.11897796604218,101,1e-05
-116.40885930667632,-35.34547258204219,102,0.013610855149847239
-116.40885930667632,-29.57196719804217,103,0.03410622526612358
-116.40885930667632,-23.798461815042188,104,0.006353058310660885
-116.40885930667632,-18.02495643104217,105,0.011512183611544522
-116.40885930667632,-12.251451047042181,106,0.007552672552355713
-116.40885930667632,-6.477945663042192,107,0.00451835417630409
-116.40885930667632,-0.7044402790421737,108,0.002529451261424431
-116.40885930667632,5.069065103957837,109,0.00594011920349796
-116.40885930667632,10.842570487957826,110,0.0004124849525512058
-116.40885930667632,16.616075871957843,111,0.027899070965415045
-116.40885930667632,22.389581255957832,112,0.0021504881567495945
-116.40885930667632,28.163086638957815,113,0.002717626044435384
-116.40885930667632,33.93659202295783,114,1e-05
-111.40885697567637,-72.87325757704217,115,1e-05
-111.40885697567637,-67.09975219304218,116,1e-05
-111.40885697567637,-61.32624680904219,117,1e-05
-111.40885697567637,-55.55274142604217,118,1e-05
-111.40885697567637,-49.77923604204218,119,1e-05
-111.40885697567637,-44.00573065804219,120,0.0023046869372724587
-111.40885697567637,-38.232225274042165,121,1e-05
-111.40885697567637,-32.45871989004218,122,0.013987204715869145
-111.40885697567637,-26.685214507042197,123,0.0008620136008551499
-111.40885697567637,-20.91170912304218,124,0.01129264636469841
-111.40885697567637,-15.13820373904219,125,0.0014944899548641876
-111.40885697567637,-9.364698355042172,126,0.008072766744288765
-111.40885697567637,-3.5911929710421826,127,0.0027646697401881226
-111.40885697567637,2.182312411957828,128,0.011802286402019743
-111.40885697567637,7.955817795957817,129,0.0012958610172415146
-111.40885697567637,13.729323179957834,130,0.012306699362035215
-111.40885697567637,19.502828563957824,131,0.0009796228402369957
-111.40885697567637,25.27633394795784,132,0.003321353473262193
-111.40885697567637,31.049839330957823,133,0.026756954574084675
-111.40885697567637,36.82334471495784,134,0.0005797514263387198
-106.40885464467632,-81.53351565304219,135,1e-05
-106.40885464467632,-75.76001026904218,136,1e-05
-106.40885464467632,-69.9865048850422,137,1e-05
-106.40885464467632,-64.21299950104218,138,1e-05
-106.40885464467632,-58.43949411704218,139,1e-05
-106.40885464467632,-52.66598873404219,140,1e-05
-106.40885464467632,-46.89248335004217,141,1e-05
-106.40885464467632,-41.11897796604218,142,1e-05
-106.40885464467632,-35.34547258204219,143,0.06695317905614664
-106.40885464467632,-29.57196719804217,144,0.02000357069491379
-106.40885464467632,-23.798461815042188,145,0.0013925619473999212
-106.40885464467632,-18.02495643104217,146,0.014520366601066847
-106.40885464467632,-12.251451047042181,147,0.01836488195952674
-106.40885464467632,-6.477945663042192,148,0.011161969432051916
-106.40885464467632,-0.7044402790421737,149,0.002984206987034235
-106.40885464467632,5.069065103957837,150,0.02084513014115722
-106.40885464467632,10.842570487957826,151,1e-05
-106.40885464467632,16.616075871957843,152,0.0369393011658996
-106.40885464467632,22.389581255957832,153,1e-05
-106.40885464467632,28.163086638957815,154,0.0024797940270187627
-106.40885464467632,33.93659202295783,155,0.09987592546710469
-106.40885464467632,39.71009740695785,156,1e-05
-101.40885231367626,-84.42026834454217,157,1e-05
-101.40885231367626,-78.64676296104217,158,1e-05
-101.40885231367626,-72.87325757704217,159,1e-05
-101.40885231367626,-67.09975219304218,160,0.008394231998599143
-101.40885231367626,-61.32624680904219,161,0.011687290701290827
-101.40885231367626,-55.55274142604217,162,0.006580436173465787
-101.40885231367626,-49.77923604204218,163,0.01130310051931013
-101.40885231367626,-44.00573065804219,164,0.016462225820193768
-101.40885231367626,-38.232225274042165,165,0.10796744113657569
-101.40885231367626,-32.45871989004218,166,0.0385126514349634
-101.40885231367626,-26.685214507042197,167,0.003880650744989193
-101.40885231367626,-20.91170912304218,168,0.0030417048373986926
-101.40885231367626,-15.13820373904219,169,0.005772852729710446
-101.40885231367626,-9.364698355042172,170,0.023832404821456106
-101.40885231367626,-3.5911929710421826,171,0.0019727675283503607
-101.40885231367626,2.182312411957828,172,0.010252457980832307
-101.40885231367626,7.955817795957817,173,0.004466083403245492
-101.40885231367626,13.729323179957834,174,1e-05
-101.40885231367626,19.502828563957824,175,0.03573707338555184
-101.40885231367626,25.27633394795784,176,0.04430163955120315
-101.40885231367626,31.049839330957823,177,1e-05
-101.40885231367626,36.82334471495784,178,0.0023151410918841784
-101.40885231367626,42.5968500989578,179,1e-05
-101.40885231367626,48.37035548295782,180,1e-05
-101.40885231367626,59.91736624995782,181,1e-05
-101.40885231367626,65.69087163395784,182,1e-05
-96.40884998167633,-93.08052642024218,183,1e-05
-96.40884998167633,-87.30702103644217,184,1e-05
-96.40884998167633,-81.53351565304219,185,0.0013794942541352716
-96.40884998167633,-75.76001026904218,186,1e-05
-96.40884998167633,-69.9865048850422,187,1e-05
-96.40884998167633,-64.21299950104218,188,0.0018525447503155849
-96.40884998167633,-58.43949411704218,189,0.06769542403357874
-96.40884998167633,-52.66598873404219,190,0.002639219884847487
-96.40884998167633,-46.89248335004217,191,0.00506458375476644
-96.40884998167633,-41.11897796604218,192,0.0022680973961314403
-96.40884998167633,-35.34547258204219,193,1e-05
-96.40884998167633,-29.57196719804217,194,1e-05
-96.40884998167633,-23.798461815042188,195,0.0036741811914077303
-96.40884998167633,-18.02495643104217,196,0.00851968185393978
-96.40884998167633,-12.251451047042181,197,0.001340291174341323
-96.40884998167633,-6.477945663042192,198,0.0076153974800260305
-96.40884998167633,-0.7044402790421737,199,0.0033840784009325107
-96.40884998167633,5.069065103957837,200,0.03022773390517559
-96.40884998167633,10.842570487957826,201,0.002618311575624048
-96.40884998167633,16.616075871957843,202,0.002759442662882263
-96.40884998167633,22.389581255957832,203,0.09203530950831497
-96.40884998167633,28.163086638957815,204,1e-05
-96.40884998167633,33.93659202295783,205,1e-05
-96.40884998167633,39.71009740695785,206,0.016221780264124217
-96.40884998167633,45.48360279095781,207,0.004774480964291221
-96.40884998167633,51.25710817495783,208,0.007850615958789723
-96.40884998167633,57.030613557957814,209,1e-05
-96.40884998167633,62.80411894195783,210,1e-05
-96.40884998167633,68.57762432595779,211,1e-05
-96.40884998167633,74.3511297099578,212,1e-05
-96.40884998167633,80.12463509395782,213,1e-05
-91.40884765067638,-101.74078449594218,214,1e-05
-91.40884765067638,-95.9672791121422,215,1e-05
-91.40884765067638,-90.1937737283422,216,1e-05
-91.40884765067638,-84.42026834454217,217,1e-05
-91.40884765067638,-78.64676296104217,218,0.006055114904226876
-91.40884765067638,-72.87325757704217,219,0.010547787848613387
-91.40884765067638,-67.09975219304218,220,0.007299159303021512
-91.40884765067638,-61.32624680904219,221,0.023341059554705286
-91.40884765067638,-55.55274142604217,222,0.01774547329878235
-91.40884765067638,-49.77923604204218,223,0.006998602357934572
-91.40884765067638,-44.00573065804219,224,1e-05
-91.40884765067638,-38.232225274042165,225,1e-05
-91.40884765067638,-32.45871989004218,226,0.003912013208824352
-91.40884765067638,-26.685214507042197,227,1e-05
-91.40884765067638,-20.91170912304218,228,0.0632785437101272
-91.40884765067638,-15.13820373904219,229,0.007497788240644185
-91.40884765067638,-9.364698355042172,230,0.009178293594478115
-91.40884765067638,-3.5911929710421826,231,0.015659869453744285
-91.40884765067638,2.182312411957828,232,0.0054801364005822965
-91.40884765067638,7.955817795957817,233,0.01901565308410629
-91.40884765067638,13.729323179957834,234,0.00734620299877425
-91.40884765067638,19.502828563957824,235,0.003932921518047791
-91.40884765067638,25.27633394795784,236,0.016825507692951026
-91.40884765067638,31.049839330957823,237,0.005639562258411021
-91.40884765067638,36.82334471495784,238,1e-05
-91.40884765067638,42.5968500989578,239,0.0036532728821842913
-91.40884765067638,48.37035548295782,240,0.004168139996811483
-91.40884765067638,54.14386086695784,241,0.0012226819349594772
-91.40884765067638,59.91736624995782,242,1e-05
-91.40884765067638,65.69087163395784,243,0.004434720939410333
-91.40884765067638,71.4643770179578,244,0.0007862209799201826
-91.40884765067638,77.23788240195782,245,0.003240333775021366
-86.40884531967633,-104.6275371878422,246,1e-05
-86.40884531967633,-98.85403180404218,247,1e-05
-86.40884531967633,-93.08052642024218,248,1e-05
-86.40884531967633,-87.30702103644217,249,1e-05
-86.40884531967633,-81.53351565304219,250,0.002215826623072842
-86.40884531967633,-75.76001026904218,251,0.04510399591765263
-86.40884531967633,-69.9865048850422,252,0.022010768380363963
-86.40884531967633,-64.21299950104218,253,1e-05
-86.40884531967633,-58.43949411704218,254,0.003295218086732894
-86.40884531967633,-52.66598873404219,255,1e-05
-86.40884531967633,-46.89248335004217,256,0.002921482059363917
-86.40884531967633,-41.11897796604218,257,1e-05
-86.40884531967633,-35.34547258204219,258,0.010098259200309443
-86.40884531967633,-29.57196719804217,259,0.002077309074467557
-86.40884531967633,-23.798461815042188,260,0.01530181465829289
-86.40884531967633,-18.02495643104217,261,0.011271738055474972
-86.40884531967633,-12.251451047042181,262,0.0046307363383800764
-86.40884531967633,-6.477945663042192,263,0.021090802774532635
-86.40884531967633,-0.7044402790421737,264,0.049168048522958634
-86.40884531967633,5.069065103957837,265,0.017983305316198975
-86.40884531967633,10.842570487957826,266,0.010085191507044794
-86.40884531967633,16.616075871957843,267,0.0302198932892168
-86.40884531967633,22.389581255957832,268,0.008901258497267545
-86.40884531967633,28.163086638957815,269,0.01865237121134903
-86.40884531967633,33.93659202295783,270,0.016613811062063704
-86.40884531967633,39.71009740695785,271,0.0035278230268436556
-86.40884531967633,45.48360279095781,272,0.013472337601241953
-86.40884531967633,51.25710817495783,273,0.0013350640970354632
-86.40884531967633,57.030613557957814,274,0.0009665551469723462
-86.40884531967633,62.80411894195783,275,0.003321353473262193
-86.40884531967633,68.57762432595779,276,0.021663167739524283
-86.40884531967633,74.3511297099578,277,0.002814326974593791
-86.40884531967633,80.12463509395782,278,1e-05
-81.40884298867627,-101.74078449594218,279,1e-05
-81.40884298867627,-95.9672791121422,280,1e-05
-81.40884298867627,-90.1937737283422,281,0.001959699835085711
-81.40884298867627,-84.42026834454217,282,0.008292303991134876
-81.40884298867627,-78.64676296104217,283,0.0074533580835443765
-81.40884298867627,-72.87325757704217,284,0.018675893059225398
-81.40884298867627,-67.09975219304218,285,1e-05
-81.40884298867627,-61.32624680904219,286,1e-05
-81.40884298867627,-55.55274142604217,287,1e-05
-81.40884298867627,-49.77923604204218,288,0.0038179258173188756
-81.40884298867627,-44.00573065804219,289,1e-05
-81.40884298867627,-38.232225274042165,290,1e-05
-81.40884298867627,-32.45871989004218,291,1e-05
-81.40884298867627,-26.685214507042197,292,1e-05
-81.40884298867627,-20.91170912304218,293,0.007704257794225648
-81.40884298867627,-15.13820373904219,294,1e-05
-81.40884298867627,-9.364698355042172,295,0.0037316790417721885
-81.40884298867627,-3.5911929710421826,296,0.004609828029156637
-81.40884298867627,2.182312411957828,297,0.11323894859953532
-81.40884298867627,7.955817795957817,298,0.010900615566758925
-81.40884298867627,13.729323179957834,299,0.017476278817530572
-81.40884298867627,19.502828563957824,300,0.007968225198171568
-81.40884298867627,25.27633394795784,301,0.0053494594679358
-81.40884298867627,31.049839330957823,302,0.00142915148854094
-81.40884298867627,36.82334471495784,303,1e-05
-81.40884298867627,42.5968500989578,304,0.009272380985983592
-81.40884298867627,48.37035548295782,305,1e-05
-81.40884298867627,54.14386086695784,306,0.0017140272017102999
-81.40884298867627,59.91736624995782,307,1e-05
-81.40884298867627,65.69087163395784,308,0.008420367385128443
-81.40884298867627,71.4643770179578,309,0.006013298285779997
-81.40884298867627,77.23788240195782,310,0.0020616278425499776
-76.40884065667633,-98.85403180404218,311,1e-05
-76.40884065667633,-93.08052642024218,312,1e-05
-76.40884065667633,-87.30702103644217,313,1e-05
-76.40884065667633,-81.53351565304219,314,0.020860811373074804
-76.40884065667633,-75.76001026904218,315,1e-05
-76.40884065667633,-69.9865048850422,316,0.024190459616907505
-76.40884065667633,-64.21299950104218,317,0.009280221601942381
-76.40884065667633,-58.43949411704218,318,1e-05
-76.40884065667633,-52.66598873404219,319,1e-05
-76.40884065667633,-46.89248335004217,320,1e-05
-76.40884065667633,-41.11897796604218,321,1e-05
-76.40884065667633,-35.34547258204219,322,1e-05
-76.40884065667633,-29.57196719804217,323,1e-05
-76.40884065667633,-23.798461815042188,324,1e-05
-76.40884065667633,-18.02495643104217,325,1e-05
-76.40884065667633,-12.251451047042181,326,1e-05
-76.40884065667633,-6.477945663042192,327,0.013109055728484696
-76.40884065667633,-0.7044402790421737,328,0.013469724062589023
-76.40884065667633,5.069065103957837,329,0.028599499324400257
-76.40884065667633,10.842570487957826,330,0.019342345415722526
-76.40884065667633,16.616075871957843,331,0.005704900724734268
-76.40884065667633,22.389581255957832,332,0.020505370116276334
-76.40884065667633,28.163086638957815,333,0.013093374496567117
-76.40884065667633,33.93659202295783,334,0.02405978268426101
-76.40884065667633,39.71009740695785,335,0.16634605402707106
-76.40884065667633,45.48360279095781,336,0.009272380985983592
-76.40884065667633,51.25710817495783,337,0.00878887633519156
-76.40884065667633,57.030613557957814,338,0.01774285976012942
-76.40884065667633,62.80411894195783,339,0.0023412764784134774
-76.40884065667633,68.57762432595779,340,0.0006999742043734956
-71.40883832567638,-95.9672791121422,341,1e-05
-71.40883832567638,-90.1937737283422,342,1e-05
-71.40883832567638,-84.42026834454217,343,1e-05
-71.40883832567638,-78.64676296104217,344,1e-05
-71.40883832567638,-72.87325757704217,345,1e-05
-71.40883832567638,-67.09975219304218,346,0.015936904550954856
-71.40883832567638,-61.32624680904219,347,0.03716929256735743
-71.40883832567638,-55.55274142604217,348,1e-05
-71.40883832567638,-49.77923604204218,349,1e-05
-71.40883832567638,-44.00573065804219,350,0.0025372918773832204
-71.40883832567638,-38.232225274042165,351,1e-05
-71.40883832567638,-32.45871989004218,352,0.01778728991722923
-71.40883832567638,-26.685214507042197,353,1e-05
-71.40883832567638,-20.91170912304218,354,0.0017218678176690895
-71.40883832567638,-15.13820373904219,355,1e-05
-71.40883832567638,-9.364698355042172,356,1e-05
-71.40883832567638,-3.5911929710421826,357,0.010879707257535485
-71.40883832567638,2.182312411957828,358,0.014070837952762903
-71.40883832567638,7.955817795957817,359,0.030643286550991446
-71.40883832567638,13.729323179957834,360,0.013435748060100935
-71.40883832567638,19.502828563957824,361,0.0074141550037504275
-71.40883832567638,25.27633394795784,362,0.022690288430125737
-71.40883832567638,31.049839330957823,363,0.04586976274296109
-71.40883832567638,36.82334471495784,364,0.06836971700603466
-71.40883832567638,42.5968500989578,365,1e-05
-71.40883832567638,48.37035548295782,366,0.000715655436291075
-71.40883832567638,54.14386086695784,367,0.0004307797231217151
-71.40883832567638,59.91736624995782,368,0.010296888137932116
-71.40883832567638,65.69087163395784,369,0.0009456468377489069
-71.40883832567638,71.4643770179578,370,1e-05
-66.40883599467634,-98.85403180404218,371,1e-05
-66.40883599467634,-93.08052642024218,372,1e-05
-66.40883599467634,-87.30702103644217,373,1e-05
-66.40883599467634,-81.53351565304219,374,1e-05
-66.40883599467634,-75.76001026904218,375,1e-05
-66.40883599467634,-69.9865048850422,376,1e-05
-66.40883599467634,-64.21299950104218,377,0.09666127292400091
-66.40883599467634,-58.43949411704218,378,0.03053090438891546
-66.40883599467634,-52.66598873404219,379,1e-05
-66.40883599467634,-46.89248335004217,380,1e-05
-66.40883599467634,-41.11897796604218,381,0.002166169388667174
-66.40883599467634,-35.34547258204219,382,1e-05
-66.40883599467634,-29.57196719804217,383,1e-05
-66.40883599467634,-23.798461815042188,384,1e-05
-66.40883599467634,-18.02495643104217,385,0.0033318076278739126
-66.40883599467634,-12.251451047042181,386,1e-05
-66.40883599467634,-6.477945663042192,387,1e-05
-66.40883599467634,-0.7044402790421737,388,0.021671008355483072
